Name	Set	ImageFile	Rarity	Type	Attack	Defense	Movement	Charm	Energy	Skills	Requirements	Uses	Categories	Instructions
Pendulum Training Room	Set_Two	card515,green	Rare	Location							Martial Arts & Magic or Military & Tech or Computer & Phase			After Scavenging, draw 1 random previously discarded Combat Disaster. If you defeat it, your Characters add +1 Attack & Defense the remainder of the game.
Planet Arlia	Set_Two	card518,green	Common	Location							Swordsman or Insect or Saiyan		Planetary	
Planet Freeza	Set_Two	card519,green	Common	Location	10	24					Weapons x3 or Royalty & Military or Hunter & Seduction		Planetary	
Planet Namek	Set_Two	card521,green	Rare	Location							Shape Change or Namek or Pure Heart		Planetary	Any Player who successfuly Scavenges this Location may add 1 Dragon Ball into his or her Haven.
Planet Vegeta	Set_Two	card522,green	Rare	Location							Saiyan or Archaeology & Strength or Genius & Mech & Pilot or Magic		Planetary	
Princess Snake's Palace	Set_Two	card523,green	Rare	Location	7	13					Male with Charm > 3 or Priest x2		Dimensional	
Snake Way	Set_Two	card533,green	Uncommon	Location							Flying & Speed & Chi x2 or Ogre or Magic			
Dodoria	Set_Two	card563,purple	Common	Major Disaster	9	9	2		4				Alien, Freeza	Moves toward nearest Character. Pursues that Character thereafter, gaining one point of Movement each turn.
Freeza (1st form)	Set_Two	card568,purple	Rare	Major Disaster	9	11	4							If Freeza engages in Combat, all Freeza Disasters in play Move to him at 2 Moves per round. Any that reach him will Combat for him until they are Defeated.
Garlic, Jr.	Set_Two	card570,purple	Uncommon	Major Disaster	5/9	5/9	4		5				Demon	If Garlic, Jr. completes 1 circuit of the field, he becomes immortal and trans-forms. After that, if defeated, he is shuffled back into his owners draw pile unless Captured or Exorcised.
Ginger	Set_Two	card572,purple	Common	Major Disaster	3	3	3						Demon, Swordsman	
Ginyu	Set_Two	card573,purple	Uncommon	Major Disaster	7	8	3		6				Alien, Freeza	At 1 or 0 Health, Ginyu will possess the Character with highest Attack at this Location. Discard Ginyu, but that Character now acts as a Major Combat Disaster unless freed by a Charm Attack >5.
Kidnapped	Set_Two	card577,purple	Common	Major Disaster	3	8	4						Holding	Kidnaps the first Character it passes with Attack < 4. Kidnapped Character moves with Disaster, but is not involved in combat. Rescue by Defeating.
Kids These Days	Set_Two	card578,purple	Promotional	Major Disaster	6	4	4	3					Alien, Horde	Successful Charm Attack against this Disaster halves its Damage and Defense for one Combat round.
Nappa	Set_Two	card584,purple	Common	Major Disaster	6/9	8/12	3		5				Saiyan, Military	Transforms if Full Moon is in play. If Genius present, reduce Nappa's Attack and Defense by 2 (no add'l reduction for add'l Genius).
Princess Snake	Set_Two	card589,purple	Uncommon	Major Disaster	3	4	3	6					Holding, Illusion, Dimensional	Only Charm Attacks males. Charmed Characters drop all Items and Equipment and follow her until freed by Charm Attack >7. If she fails to Charm any males at a Location, she transforms and Attacks physically. If only females are present, she combats untransformed.
Raditz	Set_Two	card592,purple	Common	Major Disaster	7/9	7/12	3	3	4/0				Saiyan	Transforms if Full Moon is in play.
Raiichi & Zaakro	Set_Two	card593,purple	Common	Major Disaster			3						Alien, Illusion	Characters must play Rock/Scissors/Paper. Losers have no further action this turn and are Captured by R&Z for 2 turns. Streetwise Defeats.
Recoom	Set_Two	card594,purple	Common	Major Disaster	5	6	4						Alien, Freeza	Health = 14.
Sabre-toothed Tiger	Set_Two	card596,purple	Common	Major Disaster	3	3	3						Animal	
Tares	Set_Two	card601,purple	Rare	Major Disaster	5/11	6/12	3		4/0				Saiyan	Transforms if the Shinseiju Fruit is in play.
The Dead Zone	Set_Two	card602,purple	Uncommon	Major Disaster										Play on nearest non-Dimensional Location. All Characters without Strength within 2 Locations are Bonked. Magic & Streght defeats.
Vegeta	Set_Two	card607,purple	Uncommon	Major Disaster	8/11	9/13	3		5/0				Saiyan	Takes and uses Enhancements from Character(s) he defeats.
Acid Head	Set_Two	card611,purple	Uncommon	Minor Disaster	3		4						Alien, Freeza	Unless Held, Moves to 1 Location away from Character(s) with Item(s), and Attacks from there. Attacks for 3 rounds, then discard.
Asteroid Field	Set_Two	card616,purple	Uncommon	Minor Disaster										Discard all Planetary Vehicles in play unless Pilot x2 is present at Location with Vehicle.
Baby Saiyan	Set_Two	card619,purple	Rare	Minor Disaster	3/7	3/8	2/3	5/0					Saiyan	Transforms to Were-form (right hand Ability stats) if Full Moon is in play.
Catch Bubbles	Set_Two	card627,purple	Rare	Minor Disaster			5(+1*)							Steals 1 Item from nearest Character having an Item. Defeat by catching; this Character gets the Item and gains +1 Attack for the remainder of the game.
Demon Hordes	Set_Two	card633,purple	Uncommon	Minor Disaster									Demon, Horde	Play Off the Field. Attaches to first Demon, Horde or Undead Disaster that comes into Play. Disaster gets +2 to all Abilities.
Don't be a dummy	Set_Two	card638,purple	Common	Minor Disaster									Move	All non-flying Vehicles in play drop below the Location they are at, and the Characters owning them are Moved 1 Location to the left (i.e., flung from the seat by an insane driver).
Dr. Weelo	Set_Two	card639,purple	Rare	Minor Disaster	2/8	5/8	2/5						Mecha, Computer, Planetary	If Dr. Weelo is reduced to <3 Health, he transforms to Planetary Attack form with higher Damage & Movement Stats, and becomes a Major Disaster.
Dr. Weelo's Bio Men	Set_Two	card640,purple	Uncommon	Minor Disaster	3	5	3						Android, Horde	
Ebi-Furiya	Set_Two	card641,purple	Uncommon	Minor Disaster	5	6	3						Android	Each successful Attack by Ebi-Furiya reduces opponent's Movement by 1. If opponent's Movement drops to 0, opponent is frozen until freed by an Attack > 10 or Fire Element.
Excessive Gravity	Set_Two	card642,purple	Uncommon	Minor Disaster									Holding	Characters without Strength x2 Skill or Movement > 5 are rendered unable to Attack or Move for 2 turns.
Full Moon	Set_Two	card647,purple	Uncommon	Minor Disaster			4							Moves Once. All Saiyans in play transform to Were-form. Planetary & Attack > 3 or Attack > 7 to Defeat.
Goz	Set_Two	card651,purple	Common	Minor Disaster	3	4	2						Ogre	You may bribe Goz by giving him 1 Item or Equipment from a Character at his Location (he immediately takes a full Movement without attacking).
Guldo	Set_Two	card652,purple	Common	Minor Disaster	2	3	1						Alien, Freeza, Dimensional	Health = 2. If Guldo takes no damage for 2 rounds, two random Characters at the Location will have no action for the duration of Combat.
Homework	Set_Two	card655,purple	Common	Minor Disaster									Teacher, Holding	Play Off the Field. Students in play cannot move. Duration: 3 turns.
Hungry Dinosaur	Set_Two	card658,purple	Common	Minor Disaster	3	3	2						Animal	If you defeat this Disaster, you may keep it and use it as a Food card.
Ibuprofen And Quickly!	Set_Two	card659,purple	Uncommon	Minor Disaster										All Characters at this Location are -2 Defense against the next Combat Disaster they meet. If Medic Skill is present, they will only be -1 Defense.
Impending Doom	Set_Two	card660,purple	Uncommon	Minor Disaster										Draw until you get a Combat Disaster, then reshuffle your Draw pile, except the Disaster you just drew. That Disaster moves immediately to this Location and Attacks your group.
Kishiime	Set_Two	card664,purple	Common	Minor Disaster	5	6	3						Android	Speed required to Damage Kishiime.
Loner	Set_Two	card669,purple	Uncommon	Minor Disaster										Your most powerful Character at this Location must leave the Group and cannot act in combination with any other Character's until it is at a Location with Characters that have a combined Charm > 12.
Mez	Set_Two	card671,purple	Common	Minor Disaster			3						Ogre, Dimensional	Stops Moving if he passes a Location with Characters. Characters must each have Speed x2, Movement > 3, (or be in a Vehicle with Movement > 3) to leave Location. Then he starts Moving again.
Miso-Cutsun	Set_Two	card672,purple	Uncommon	Minor Disaster	4	6	3						Android, Shape Change	Attacks on Miso-Cutsun which do not do at least 1 Damage to Health, do 2 Damage to its Attacker's Health.
Mystery Foe	Set_Two	card674,purple	Rare	Minor Disaster										Allies with nearest Combat Disaster. That Disaster gets 2 Attacks per round during its next Combat.
No Help!	Set_Two	card676,purple	Uncommon	Minor Disaster										Play Off the Field. Duration = 2 turns. Characters can't join a Group they are not already in. Only 1 Character may enter the Field per Player per turn. No Group may help another in Scavenging or Combat.
Overload	Set_Two	card681,purple	Common	Minor Disaster										Nearest piece of Equipment is destroyed and Character carrying it is bonked. If multiple pieces of Equipment are equidistant, choose from among them randomly. Discard Disaster.
Property Damage	Set_Two	card684,purple	Uncommon	Minor Disaster		8	4							Moves 3 times. On third movement, it Destroys everything at that Location, then Discard.
Pterodactyl	Set_Two	card685,purple	Common	Minor Disaster	2	3	3						Animal, Flying Vehicle	If in Combat you reduce this Disaster's Health to exactly 0, you may use it as a Flying Vehicle which can carry up to 3 Characters with their Equipment.
Saibamen	Set_Two	card693,purple	Uncommon	Minor Disaster	4	5	1		3				Alien, Horde	Will Attack two Characters (if present) simultaneously (at full Damage), per round. Draw a Combat card for each Attack.
Shinseiju Tree	Set_Two	card694,purple	Rare	Minor Disaster										Moves to nearest non-Planetary, non-Dimensional Location. All Characters in play lose 2 Energy. Fire Element x2 or Priest x2 or Energy > 15 at this Location to defeat. If Tares comes into play and is defeated, discard this card.
Squeeeeeeeeeze!	Set_Two	card700,purple	Uncommon	Minor Disaster			3							Character with highest total Attack & Defense at this Location takes 5 Damage to its Health. If it survives, it is -3 Defense during its next combat.
The Pit	Set_Two	card707,purple	Common	Minor Disaster	3	3	2							Moves Once. Only 1 Character may combat this Disaster at a time.
Watch that 1st step...	Set_Two	card715,purple	Uncommon	Minor Disaster										Any Characters at this Location without Flying Skill immediately take 2 Damage directly to their Health. This damage does not heal until the end of the turn.
Willpower	Set_Two	card716,purple	Uncommon	Minor Disaster										Play Off the Field. The next 3 Disasters turned up are shuffled back into their owner's Draw Piles when they are Defeated, rather than being Discarded.
Zarbon	Set_Two	card719,purple	Rare	Minor Disaster	6/10	6/10	4	5/-1					Alien, Freeza	Transforms after 2 rounds of Physical Combat.
Back Kick / Sense of Wonder	Set_Two	card723,red	Uncommon	Combat										Add 3 to your Attack.Draw another Combat card.
Be with you... / Hangin' Around	Set_Two	card725,red	Common	Combat										Your Attack this round is 0. Add 1 to your Defense.
Bench Brawl / Tantrum	Set_Two	card726,red	Uncommon	Combat										Add 1 to your Attack, per Character at Location.
Berserk / Disco Groove	Set_Two	card727,red	Uncommon	Combat										Add 4 to your Attack. Subtract 2 from your Defense.
Confusion / Voyeur	Set_Two	card734,red	Promotional	Combat										Subtract 3 from your opponent's Attack.
Crushing Left / Say Cheese!	Set_Two	card735,red	Uncommon	Combat										Add 2 to your Attack.
Devastating Attack / Sinister Beauty	Set_Two	card738,red	Common	Combat		-2*								Subtract 2 from your Defense, 4 if opponent is Flying.
Double Blow / Gusto	Set_Two	card740,red	Common	Combat										1 additional Attack this round. Draw another Combat card.
Drop Kick / Sorrow	Set_Two	card741,red	Common	Combat										Add 3 to your Attack.
Films about gladiators / Dork	Set_Two	card744,red	Uncommon	Combat										Add 1 to your Attack.
Flying Kick / 15 Minutes	Set_Two	card745,red	Common	Combat										Add 1 to your Attack.
Fried / Lead Balloon	Set_Two	card746,red	Common	Combat										Subtract 4 from your Defense.
Grace / Poise	Set_Two	card749,red	Common	Combat										Subtract 2 from your Attack and Defense.
Gut Punch / Only a Mother	Set_Two	card750,red	Common	Combat										Add 2 to your Attack.
Head Butt / Sad Eyes	Set_Two	card752,red	Common	Combat										Add 3 to your Attack.
In my sights / Zen Experience	Set_Two	card753,red	Common	Combat										Add 3 to your Attack, 5 if you have Weapons.
Incoming! / Cowardice	Set_Two	card754,red	Common	Combat										Subtract 3 from your Defense.
Just A Trim / Say it, don't spray it!	Set_Two	card756,red	Common	Combat										Add 2 to your Defense.
Leg Sweep / Why, you little devil	Set_Two	card760,red	Common	Combat										Divide your opponent's Defense by 2.
Lunch Break / All Dressed Up	Set_Two	card761,red	Uncommon	Combat										Restore both you and your opponent's health to full.
Ooooh, I got me! / Tango	Set_Two	card763,red	Uncommon	Combat										Subtract your total Attack from your total Defense.
Pinned / Well, it's like this...	Set_Two	card767,red	Common	Combat										Subtract 2 from your Defense, 4 if opponent has Strength.
Pummel / What'd YOU have for lunch?	Set_Two	card768,red	Common	Combat										Add 4 to your Attack & 1 for every point of available Energy.
Screwed / Hero	Set_Two	card771,red	Uncommon	Combat										Divide your Defense by 3 for the rest of Combat.
Shock / Flowers	Set_Two	card773,red	Common	Combat										Your opponent gets an additional attack this Round.
Too much sun / Nabbed	Set_Two	card782,red	Common	Combat										Your Defense is 0.
Wild Swing / Begging for Mercy	Set_Two	card786,red	Common	Combat										Add 2 to your Attack. Subtract 2 from your Defense.
Yipes! / Happy 2 CU	Set_Two	card787,red	Common	Combat										Add 1 to your Defense.
Afura Mann	Set_Zero	card003,purple	Common	Character	3	3	2	4	3	Priest, Savoir-Faire, Flying, Air Element				+1 all air effects.
Akane Tendo	Set_Zero	card005,purple	Uncommon	Character	4	4	3	3	4	Martial Arts, Cooking -1, Student				
Armitage	Set_Zero	card009,purple	Promotional	Character	4	4	3	1	0	Police, Investigation, Strength				Damage 2x Health reduces attack to 2. 3x Bonks, 4x Kills.
Chief Servant Londs	Set_Zero	card021,purple	Common	Character	2	2	2	2	0	Savoir-Faire, Bureaucracy, Military, Police				Can use up to 3 Palace Guards, additional to Player's other allowance.
Dailey Wong	Set_Zero	card022,purple	Uncommon	Character	2	2	2	4	0	Police, Bureaucracy, Investigation, Savoir-Faire				Cancels Red tape Disaster.
Detective Kiyone	Set_Zero	card023,purple	Rare	Character	3	3	2	3	0	Police, Investigation, Streetwise				
Detective Mihoshi	Set_Zero	card024,purple	Uncommon	Character	2	3	2	3	0	Investigation, Police, Blind Luck				
Dr. Tofu	Set_Zero	card025,purple	Rare	Character	3	3	2	3	4	Medic, Martial Arts x2				While with a group, no Character can be Bonked or Killed. If Kasumi is in play, Dr. Tofu cannot perform any actions.
Genma Saotome	Set_Zero	card030,purple	Rare	Character	3/4	3/3	2/2	2/3	3/1	Teacher, Martial Arts, Survival, Climbing				
Katsuhiko Jinnai	Set_Zero	card038,purple	Common	Character	1	3	2	1	1	Communications x2, Streetwise, Bureaucracy, Student				Can not be Attacked by Combat Disasters. All Combat Disasters are +1 Attack & Defense when Jinnai is in play.
Kiriya	Set_Zero	card039,purple	Rare	Character	3	3	3	3	3	Marksman, Hunter, Streetwise, *Any Skill				*May declare any 1 additional skill during Equip Phase.
Leon McNichol	Set_Zero	card042,purple	Common	Character	2	2	2	4	0	Driving, Police, Streetwise, Marksman, Survival				
Linna Yamazaki	Set_Zero	card044,purple	Uncommon	Character	2	2	3	4	0	Acrobatics, Driving, Teacher				
Lisa Vannett	Set_Zero	card045,purple	Rare	Character	1	2	3	4	0	Police, Student, Investigation				
Little Washu	Set_Zero	card046,purple	Common	Character	2/3	4/3	2/3	2/4	6/5	Computer, Genius x2, Mech, Tech, Teacher, Medical			Dimensional	All other characters in party are at +1 Health
Mackie Stingray	Set_Zero	card049,purple	Rare	Character	2	2	3	2	0	Mech, Tech, Pilot, Computer				
Magical Girl Pretty Sammy	Set_Zero	card050,purple	Rare	Character	3/1	3/2	3/2	4/4	3/1	Magic, Communications, Investigation				
Makoto Mizuhara	Set_Zero	card051,purple	Common	Character	1	2	2	5	2	Savoir-Faire, Royalty, Student, Blind Luck				Can use any Equipment. Can Charm Battle for control of Power Key Staff.
Miz Mishtal	Set_Zero	card055,purple	Uncommon	Character	3	3	2	4	3	Priest, Bureaucracy, Water Element				+1 all water effects.
Mousse	Set_Zero	card056,purple	Rare	Character	3/1	3/2	2/2	2/2	2/1	Martial Arts, Marksman, Acrobatics				Can Equip anywhere and once per Turn anytime.
Mr. Masamichi Fujisawa	Set_Zero	card057,purple	Common	Character	5/2	5/2	3/2	3/3	2/2	Teacher, Climbing, Survival, Strength x2				Super-strength off Earth except when drunk. Use 1st stats and Strength skill 2 of 3 turns. Every third turn, Mr. Fujisawa has had a bit too much to drink. Use 2nd stats and no Strength skill.
Mr. Panda	Set_Zero	card058,purple	Rare	Character	4/3	3/3	2/2	3/2	1/3	Survival, Climbing				
Mu-Mu Chan	Set_Zero	card059,purple	Rare	Character	1/3	2/3	2/2	2/2	1/2	Flying, Survival				
Nabiki Tendo	Set_Zero	card060,purple	Common	Character	1	3	3	3	0	Bureaucracy, Streetwise, Savoir-Faire, Investigation, Student				
Nanami Jinnai	Set_Zero	card062,purple	Uncommon	Character	1	2	2	4	2	Investigation, Student, Cooking, Survival				Cancels all disguises. All disasters -2 Charm
Nene Romanova	Set_Zero	card065,purple	Common	Character	1	2	2	3	0	Computer x2, Police, Communications				+1 against all computers.
P-Chan	Set_Zero	card068,purple	Uncommon	Character	1/3	2/4	2/3	4/2	0/3	Survival, Blind Luck				Head in random direction every 3rd Move. +2 Charm against all females
Princess Ayeka	Set_Zero	card070,purple	Uncommon	Character	2	3	2	3	2	Royalty, Pilot, Bureaucracy				
Princess Sasami	Set_Zero	card071,purple	Uncommon	Character	1/3	2/3	2/3	4/4	1/3	Cooking, Royalty, Student				
Priss Asagiri	Set_Zero	card072,purple	Common	Character	3	2	2	4	0	Music, Driving, Streetwise, Survival				
Ranma Saotome (boy type)	Set_Zero	card073,purple	Common	Character	4/3	3/4	2/3	3/4	3/3	Martial Arts, Climbing, Survival, Student, Acrobatics				Ranma can use ANY equipment for a +1 attack bonus once per turn
Ranma Saotome (girl type)	Set_Zero	card074,purple	Common	Character	3/4	4/3	3/2	4/3	3/3	Martial Arts, Cooking, Seduction, Student, Acrobatics, Climbing				Ranma can use ANY equipment for a +1 attack bonus once per turn
Reika "Vision" Chang	Set_Zero	card075,purple	Rare	Character	3	2	2	5	0	Music, Driving, Marksman, Seduction				If GD-42 and Quincy are in play, you may opt to Bonk Vision to defeat both.
Ryo-Ohki (Cabbit)	Set_Zero	card078,purple	Common	Character	1/6	2/7	1/1	5/1	0/0	Computer, Phase, Flying				Ship form can carry up to 4 characters and equipment.
Ryo-Ohki (Ship)	Set_Zero	card079,purple	Common	Character	6/1	7/2	1/1	1/5	0/0	Computer x2, Flying			Planetary	Ship form can carry up to 4 characters and equipment.
Ryoga Hibiki	Set_Zero	card080,purple	Uncommon	Character	3/1	4/2	3/2	2/4	3/0	Strength x2, Survival, Acrobatics, Martial Arts				Head in random direction every 3rd Move.
Ryoko	Set_Zero	card081,purple	Common	Character	4	4	3	3	4	Pilot, Streetwise, Seduction, Flying, Phase, Strength				Will not attack Tenchi.
Shampoo	Set_Zero	card082,purple	Uncommon	Character	3/1	3/3	2/3	3/4	2/2	Martial Arts, Cooking, Hunter, Acrobatics				
Shampoo (Cat)	Set_Zero	card083,purple	Uncommon	Character	1/3	3/3	3/2	4/3	2/2	Climbing, Survival				
Shayla-Shayla	Set_Zero	card084,purple	Uncommon	Character	3	3	2	3	4	Priest, Acrobatics, Fire Element				+1 all Fire effects.
Sylia Stingray	Set_Zero	card090,purple	Uncommon	Character	2	2	2	3	0	Computer, Pilot, Tech, Bureaucracy, Genius, Mech, Streetwise				
Sylvie	Set_Zero	card091,purple	Rare	Character	2	2	2	6	0	Pilot, Acrobatics, Seduction, Computer, Driving, Strength				Can not be attacked by the 33-S Disaster.
Tenchi Masaki	Set_Zero	card092,purple	Uncommon	Character	2	2	2	3	5	Student, Savoir-Faire, Royalty				
Ukyo Kuonji	Set_Zero	card095,purple	Rare	Character	3	4	2	3	2	Martial Arts, Cooking x2, Student				Will not attack Ranma
Washu	Set_Zero	card097,purple	Uncommon	Character	3/2	3/4	3/2	4/2	5/6	Computer, Genius x2, Teacher, Medical, Seduction			Dimensional	All other characters in party are +1 Health.
Assassin Disquise	Set_Zero	card104,purple	Uncommon	Enhancement										Appear as oppsite sex. Hide 1 item so it is not detected by disasters. Lingerie.
Clean Livin'	Set_Zero	card107,purple	Rare	Enhancement	+1	+1		-2						+1 Attack and Defense -2 Charm Mr. Fujisawa gains +2. 1 use per Character
Fatora Disquise	Set_Zero	card111,purple	Uncommon	Enhancement										Gives 1 character Royalty skill or +1 to an existing skill.
Gene Doubling	Set_Zero	card112,purple	Uncommon	Enhancement					-2				Science	Double 1 Character's skills. -2 Energy.
I'm Buyin'	Set_Zero	card116,purple	Common	Enhancement										Makes any 1 Character drunk. Stats -2 to a minimum of 1. Duration: 3 turns. If Mr. Fujisawa is in play, he is automaticlly affected.
Jump	Set_Zero	card121,purple	Rare	Enhancement										Party can "jump" over 1 Location during Movement. Use twice, then discard.
Juraian Battlesuit	Set_Zero	card122,purple	Uncommon	Enhancement	+1	+1	+1		+2					+1 Attack, Defense and Movement. 2 Energy cost to use.
Juraian Ultra Battlesuit	Set_Zero	card123,purple	Rare	Enhancement	+2	+2	+1		4					+2 Attack and Defense, +1 Movement. 1/2 cost for Tenchi.
Maid Disquise	Set_Zero	card126,purple	Uncommon	Enhancement										Gives 1 character the Investigation skill or adds to an existing skill.
Medical Disguise	Set_Zero	card127,purple	Uncommon	Enhancement										Gives 1 Character Medical skill or +1 to an existing skill.
Military Disquise	Set_Zero	card128,purple	Common	Enhancement										Gives 1 Character Military skill or +1 to an existing skill.
Mountain Man	Set_Zero	card130,purple	Common	Enhancement										Give 1 character Climbing skill or +1 to an existing skill.
Pass Around	Set_Zero	card131,purple	Common	Enhancement										Use any 1 Equipment or Item carried by opponent. Duration: 4 turns.
Peeping Disguise	Set_Zero	card134,purple	Uncommon	Enhancement										Gives 1 character Peeping skill or +1 to an existing skill.
Personal Training	Set_Zero	card135,purple	Uncommon	Enhancement	+1	+1								Intense workouts increase Attack & Defense +1. Non-cumulative.
Police Disguise	Set_Zero	card137,purple	Rare	Enhancement										Gives 1 character Police skill or +1 to an existing skill.
Power Chi	Set_Zero	card139,purple	Rare	Enhancement					3					Use 3 energy to make 1 additional attack this combat round.
Servant	Set_Zero	card142,purple	Uncommon	Enhancement										Equip at any Location. Number of uses is equal to Characters Charm. Or discard to pull 1 Equipment from Draw deck.
Teacher Disguise	Set_Zero	card149,purple	Common	Enhancement									Science	Gives 1 Character Teacher skill or +1 to an existing skill.
This Device	Set_Zero	card150,purple	Uncommon	Enhancement									Science	Gives 1 Character the Genius skill or +1 to an existing skill.
Wedding Jewels	Set_Zero	card152,purple	Common	Enhancement				+2						+2 to 1 Character's Charm.
Wings Of The Light Hawk	Set_Zero	card154,purple	Rare	Enhancement		+2			6					+2 Defense. Blocks 1 Attack per Combat, For Tenchi effect is doubled (+4 Defense and 2 Attacks blocked).
Yukinojo	Set_Zero	card157,purple	Uncommon	Enhancement										Gives 1 Character or Vehicle a Pilot skill or +1 to an existing skill.
Attack Pods	Set_Zero	card162,purple	Common	Equipment	+1		4							Able to carry one character with all equipment (no vehicles). +1 to Attack.
Control Cube	Set_Zero	card169,purple	Uncommon	Equipment									Dimensional	Able to Enter and Attempt Dimensional Locations. Can equip anywhere, any Phase, up to 3 pieces.
Desert Skimmer	Set_Zero	card170,purple	Uncommon	Equipment			+4							Carries 4 characters and their equipment, excluding vehicles.
Dimensional Hammer	Set_Zero	card171,purple	Common	Equipment	+2									Equip as Flash Effect. +2 to Attack. 3 uses. Can't be Stolen or Destroyed.
Hand Computer	Set_Zero	card179,purple	Common	Equipment										Computer skill or +1 to existing skill.
K-12 Battlesuit	Set_Zero	card182,purple	Uncommon	Equipment	5	5	3							Stats increase to those listed. Gain Flying & Strength skills.
Lamp of Fire	Set_Zero	card184,purple	Rare	Equipment	+1	+1			+1					Muldoon Artifact. Gives Fire Element. Adds +1 to Attack, Defense and Energy.
Lamp of the Winds	Set_Zero	card185,purple	Rare	Equipment	+1	+1			+1					Muldoon Artifact. Gives Air Element and Flying. Adds +1 to Attack, Defense and Energy.
Leon's Boomer Rifle	Set_Zero	card186,purple	Rare	Equipment	+2									+2 Attack Reload or Discard after 3 uses.
Leon's Missle Gun	Set_Zero	card187,purple	Uncommon	Equipment	+3									+3 Attack. Discard after 1 use or Reload.
Linna's Hardsuit	Set_Zero	card189,purple	Uncommon	Equipment	+1	+1	+1							Flying skill. Linna's Bonuses are +2, and her "knuckle buster" concusser glove doubles all Combat card Attack bonuses.
Mackie's Battlesuit	Set_Zero	card190,purple	Rare	Equipment	5	5	3							Stats increase to those listed. Gain Flying, Strength, and Computer skills.
Mihoshi's Laser Pistol	Set_Zero	card193,purple	Common	Equipment	+2									+2 Attack. Discard after 6 uses or reload.
Nene's Hardsuit	Set_Zero	card195,purple	Uncommon	Equipment	+1	+1	+1							Computer skill. Nene's bonuses are +2
Priss' Hardsuit	Set_Zero	card198,purple	Uncommon	Equipment	+1	+1	+1							Strength skill. Priss' bonuses are +2, and her pin darts always do at least 1 point of Damage.
Pruning Shears	Set_Zero	card199,purple	Common	Equipment		-2								Use to reduce an opponent's Defense by 2.
Ring of Water	Set_Zero	card202,purple	Rare	Equipment	+1	+1			+1					Muldoon Artifact. Gives Water Element. Adds +1 to Attack, Defense and Energy.
Royal Flying Barge	Set_Zero	card206,purple	Uncommon	Equipment			4							Requires: Pilot or Royalty Carries up to 6 characters and their Equipment including 1 vehicle.
Shuttle Craft	Set_Zero	card209,purple	Common	Equipment			1						Planetary	Character(s) can Enter and Attempt Planetary Location.
Sylia's Hardsuit	Set_Zero	card211,purple	Uncommon	Equipment	+1	+1	+1							Flying skill. Sylia's bonuses are +2. Every 3rd round of Combat, she is in close quarters and is able to use her cutting blade. Her Attack bonus increases to +4.
The Masaki Van	Set_Zero	card212,purple	Common	Equipment			+3							Carries up to 5 characters and their Equipment. Characters may equip from the van without returning to Haven.
Transmitter Bra	Set_Zero	card214,purple	Rare	Equipment										Instantly move 1 Character to your Location from anywhere on the Field. 2 uses. Lingerie & Computer
Tsunami	Set_Zero	card215,purple	Uncommon	Equipment	9	12	3						Planetary	With the Master Key and 3 Power gems, use as Haven. Carry up to 8 Characters.
Ura, The Armor Cat	Set_Zero	card216,purple	Uncommon	Equipment		+2								+2 Defense and Climbing skill.
Vision's Private Jet	Set_Zero	card217,purple	Rare	Equipment			4				Pilot			Can carry up to 4 Characters. For Total Move, in any given turn, can jump over an open area on Field or exit one side of Field and enter another..
Ambulance	Set_Zero	card219,purple	Common	Flash Effect										Allows a group or Character to make another full movement.
Angel of Mercy	Set_Zero	card220,purple	Rare	Flash Effect										Re-shuffle any 2 discarded non-Character cards back into your Draw Pile OR bring 1 dead Character back into play.
Assisted Flight	Set_Zero	card222,purple	Common	Flash Effect										Gives 1 Character the Flying skill. Duration: 3 turns.
Bad Reputation	Set_Zero	card226,purple	Rare	Flash Effect				-2	0					Reduce opponent's Charm by 2.
Big Sucker Gas Slash	Set_Zero	card227,purple	Uncommon	Flash Effect	+2				2					+2 Attack. -2 Energy.
Equipment Breakdown	Set_Zero	card239,purple	Uncommon	Flash Effect										Choose 1 peice of Equipment to be discarded.
Female Jealousy	Set_Zero	card242,purple	Uncommon	Flash Effect										No opposing female Characters can work together this turn for Combat or Scavenging.
Fire Shield	Set_Zero	card243,purple	Uncommon	Flash Effect		2			3					For Cost of 3 Energy, add +2 to defense.
Flying Block	Set_Zero	card244,purple	Common	Flash Effect										No Damage from 1 Attack
Go Fish	Set_Zero	card250,purple	Uncommon	Flash Effect										Draw 1 card from your Draw pile. If it is a Disaster, discard it.
Jail Break	Set_Zero	card259,purple	Common	Flash Effect										Frees any jailed or captured Character.
Medical Treatment	Set_Zero	card271,purple	Common	Flash Effect										Restore any non-discarded Character to full health.
Mihoshi's Driving	Set_Zero	card273,purple	Uncommon	Flash Effect										Place 1 destroyed Vehicle back in hand.
Misdirection	Set_Zero	card276,purple	Common	Flash Effect										Control direction and distance of movement by any Character or Disaster in motion, within it's current motion limits.
Pay Attention	Set_Zero	card284,purple	Rare	Flash Effect										Immobilize any 1 Character or Disaster for 1 Turn.
Possession	Set_Zero	card287,purple	Rare	Flash Effect										Use 1 of Opponent's Characters for 1 turn.
Reload	Set_Zero	card290,purple	Common	Flash Effect										Restores any weapon to full number of uses.
Reverse Attack	Set_Zero	card292,purple	Uncommon	Flash Effect										Reverse the effects of one Attack.
Royal Librarian	Set_Zero	card294,purple	Rare	Flash Effect										Take any 3 cards from Draw Pile. Place 1 in your hand, Place the other 2 at the top of the Pile. Remove Librarian from game.
